participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.vcm_round,player.individual_exchange,player.group_exchange,player.group_exchange_percent,player.total_op_individual_exchange,player.total_op_group_exchange,player.mpcr,player.round_points,player.player_role,player.player_role_list,player.paid_round,player.final_score,player.final_avg_ge,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,3,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,3,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,3,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,4,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,4,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,4,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,4,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,5,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,5,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,5,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,5,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,6,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,6,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,6,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,6,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,7,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,7,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,7,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,7,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,8,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,8,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,8,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,8,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,9,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,9,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,9,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,9,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,10,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,10,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,10,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,10,z22xw5zl,,,,,,0
1,qtizgb6d,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:22.948367+00:00,0,1,,,0,3,,,,,,,0.75,,,,,,,0,1,11,z22xw5zl,,,,,,0
2,nb7pmw8g,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:23.670036+00:00,0,1,,,0,4,,,,,,,0.75,,,,,,,0,1,11,z22xw5zl,,,,,,0
3,up4u2pnh,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.264684+00:00,0,1,,,0,2,,,,,,,0.75,,,,,,,0,1,11,z22xw5zl,,,,,,0
4,rpxzhq50,,0,13,297,csr_2_vcm,2,SelectInvestment,10.225.97.136,2017-05-21 05:58:24.805813+00:00,0,1,,,0,1,,,,,,,0.75,,,,,,,0,1,11,z22xw5zl,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,1,1,15.0,5.0,0.25,30.0,30.0,0.3,25.5,,,,,,0,3,1,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,3,1,12.0,8.0,0.4,30.0,30.0,0.3,23.4,,,,,,0,1,1,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,1,1,17.0,3.0,0.15,48.0,12.0,0.3,21.5,,,,,,0,2,1,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,4,1,19.0,1.0,0.05,26.0,32.0,0.3,28.9,,,,,,0,3,1,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,4,1,10.0,10.0,0.5,55.0,5.0,0.3,14.5,,,,,,0,4,1,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,4,1,14.0,6.0,0.3,28.0,32.0,0.3,25.4,,,,,,0,2,1,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,1,1,6.0,14.0,0.7,36.0,24.0,0.3,17.4,,,,,,0,1,1,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,2,1,6.0,14.0,0.7,39.0,19.0,0.3,15.9,,,,,,0,1,1,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,2,1,11.0,9.0,0.45,34.0,24.0,0.3,20.9,,,,,,0,3,1,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,3,1,9.0,9.0,0.5,36.0,24.0,0.3,18.9,,,,,,0,2,1,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,2,1,19.0,1.0,0.05,26.0,34.0,0.3,29.5,,,,,,0,4,1,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,1,1,19.0,1.0,0.05,46.0,14.0,0.3,23.5,,,,,,0,4,1,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,3,1,1.0,19.0,0.95,44.0,16.0,0.3,11.5,,,,,,0,4,1,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,2,1,10.0,10.0,0.5,32.0,28.0,0.3,21.4,,,,,,0,2,1,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,3,1,19.0,1.0,0.05,46.0,14.0,0.3,23.5,,,,,,0,3,1,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,4,1,10.0,10.0,0.5,35.0,25.0,0.3,20.5,,,,,,0,1,1,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,1,2,19.0,1.0,0.05,57.0,3.0,0.3,20.2,,,,,,0,4,2,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,1,2,8.0,12.0,0.6,51.8,8.2,0.3,14.06,,,,,,0,3,2,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,4,2,19.0,1.0,0.05,26.0,34.0,0.3,29.5,,,,,,0,3,2,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,3,2,16.8,3.2,0.16,43.0,17.0,0.3,22.86,,,,,,0,4,2,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,4,2,19.0,1.0,0.05,57.0,3.0,0.3,20.2,,,,,,0,4,2,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,2,2,16.0,4.0,0.2,43.8,16.2,0.3,22.06,,,,,,0,4,2,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,2,2,11.4,8.6,0.43,20.1,37.9,0.3,25.35,,,,,,0,1,2,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,3,2,2.0,18.0,0.9,43.0,17.0,0.3,12.5,,,,,,0,3,2,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,3,2,11.0,9.0,0.45,20.5,37.5,0.3,24.95,,,,,,0,2,2,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,3,2,8.1,9.9,0.55,23.4,36.6,0.3,22.05,,,,,,0,1,2,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,1,2,19.0,1.0,0.05,57.0,3.0,0.3,20.2,,,,,,0,1,2,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,2,2,19.0,1.0,0.05,40.8,19.2,0.3,25.06,,,,,,0,3,2,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,2,2,10.0,10.0,0.5,35.0,25.0,0.3,20.5,,,,,,0,2,2,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,4,2,1.0,19.0,0.95,30.5,27.5,0.3,14.95,,,,,,0,1,2,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,4,2,14.0,6.0,0.3,31.0,29.0,0.3,24.5,,,,,,0,2,2,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,1,2,19.0,1.0,0.05,57.0,3.0,0.3,20.2,,,,,,0,2,2,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,3,3,17.0,3.0,0.15,19.0,41.0,0.3,30.2,,,,,,0,3,3,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,4,3,10.0,10.0,0.5,39.0,21.0,0.3,19.3,,,,,,0,1,3,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,4,3,17.0,3.0,0.15,42.0,18.0,0.3,23.3,,,,,,0,2,3,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,1,3,19.0,1.0,0.05,17.9,40.1,0.3,31.33,,,,,,0,3,3,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,4,3,19.0,1.0,0.05,30.0,30.0,0.3,28.3,,,,,,0,3,3,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,3,3,1.0,19.0,0.95,35.0,25.0,0.3,14.2,,,,,,0,2,3,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,2,3,10.0,10.0,0.5,26.0,34.0,0.3,23.2,,,,,,0,4,3,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,3,3,4.0,16.0,0.8,55.0,5.0,0.3,10.3,,,,,,0,4,3,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,4,3,8.0,12.0,0.6,28.0,32.0,0.3,21.2,,,,,,0,4,3,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,2,3,0.899999999999999,17.1,0.95,36.0,24.0,0.3,13.23,,,,,,0,1,3,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,1,3,19.0,1.0,0.05,40.0,20.0,0.3,25.3,,,,,,0,4,3,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,2,3,16.0,4.0,0.2,20.9,37.1,0.3,28.33,,,,,,0,2,3,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,2,3,10.0,10.0,0.5,39.0,21.0,0.3,19.3,,,,,,0,3,3,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,1,3,1.0,19.0,0.95,35.9,22.1,0.3,13.33,,,,,,0,1,3,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,3,3,10.0,10.0,0.5,39.0,21.0,0.3,19.3,,,,,,0,1,3,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,1,3,19.0,1.0,0.05,40.0,20.0,0.3,25.3,,,,,,0,2,3,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,4,4,17.0,3.0,0.15,36.0,24.0,0.3,25.1,,,,,,0,3,4,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,3,4,12.0,8.0,0.4,44.74,13.26,0.3,18.378,,,,,,0,3,4,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,4,4,19.0,1.0,0.05,34.0,26.0,0.3,27.1,,,,,,0,4,4,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,3,4,15.0,5.0,0.25,40.4,19.6,0.3,22.38,,,,,,0,4,4,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,1,4,18.0,2.0,0.1,38.74,19.26,0.3,24.378,,,,,,0,4,4,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,1,4,19.0,1.0,0.05,32.0,28.0,0.3,27.7,,,,,,0,2,4,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,2,4,12.0,8.0,0.4,39.0,21.0,0.3,20.7,,,,,,0,3,4,2huaehm1,,,,,,0
8,csyiejqy,SSEL_B_08,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.202,2017-05-21 06:07:40.006039+00:00,0,1,,,60,3,4,16.0,4.0,0.2,37.0,23.0,0.3,24.1,,,,,,0,2,4,2huaehm1,,,,,,0
9,4tdc12z8,SSEL_B_09,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.120,2017-05-21 06:07:42.415175+00:00,0,1,,,60,3,4,11.4,8.6,0.43,44.0,16.0,0.3,18.78,,,,,,0,1,4,2huaehm1,,,,,,0
10,hom8zhgd,SSEL_B_10,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.174,2017-05-21 06:07:45.071576+00:00,0,1,,,65,1,4,16.74,1.26,0.07,40.0,20.0,0.3,23.118,,,,,,0,3,4,2huaehm1,,,,,,0
11,8xkps67u,SSEL_B_11,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.26,2017-05-21 06:07:49.738219+00:00,0,1,,,75,4,4,19.0,1.0,0.05,32.0,28.0,0.3,27.7,,,,,,0,2,4,2huaehm1,,,,,,0
12,9qv3baca,SSEL_B_17,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.140,2017-05-21 06:07:54.901720+00:00,0,1,,,80,4,4,1.0,19.0,0.95,52.0,8.0,0.3,9.1,,,,,,0,1,4,2huaehm1,,,,,,0
13,hvdw3428,SSEL_B_15,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.62,2017-05-21 06:08:12.499295+00:00,0,1,,,65,2,4,10.0,10.0,0.5,46.74,11.26,0.3,16.378,,,,,,0,1,4,2huaehm1,,,,,,0
14,96qvu9ce,SSEL_B_14,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.130,2017-05-21 06:08:14.451746+00:00,0,1,,,60,1,4,1.0,19.0,0.95,50.0,10.0,0.3,9.7,,,,,,0,1,4,2huaehm1,,,,,,0
15,t673xkwr,SSEL_B_13,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.188,2017-05-21 06:08:16.833090+00:00,0,1,,,70,2,4,10.0,10.0,0.5,45.4,14.6,0.3,17.38,,,,,,0,2,4,2huaehm1,,,,,,0
16,eu53pcc8,SSEL_B_12,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.104,2017-05-21 06:08:43.849152+00:00,0,1,,,75,2,4,19.0,1.0,0.05,36.4,23.6,0.3,26.38,,,,,,0,4,4,2huaehm1,,,,,,0
1,r0jay8hc,SSEL_B_05,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.71,2017-05-21 06:07:11.189291+00:00,0,1,,,75,1,5,17.0,3.0,0.15,29.0,31.0,0.3,27.2,,,,,,0,3,5,2huaehm1,,,,,,0
2,6dsf0as6,SSEL_B_04,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.198,2017-05-21 06:07:15.910043+00:00,0,1,,,55,3,5,13.0,7.0,0.35,43.0,17.0,0.3,20.2,,,,,,0,1,5,2huaehm1,,,,,,0
3,kv6j95uw,SSEL_B_03,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.115,2017-05-21 06:07:20.409088+00:00,0,1,,,85,1,5,19.0,1.0,0.05,37.0,23.0,0.3,26.2,,,,,,0,1,5,2huaehm1,,,,,,0
4,uczqnwc2,SSEL_B_02,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.142,2017-05-21 06:07:21.879793+00:00,0,1,,,70,1,5,19.0,1.0,0.05,37.0,23.0,0.3,26.2,,,,,,0,2,5,2huaehm1,,,,,,0
5,0juhqjgp,SSEL_B_01,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.117,2017-05-21 06:07:24.017954+00:00,0,1,,,75,3,5,16.0,4.0,0.2,40.0,20.0,0.3,23.2,,,,,,0,4,5,2huaehm1,,,,,,0
6,kzukhtoj,SSEL_B_06,0,803,821,csr_3_stageT,10,FinalResults1,10.224.77.203,2017-05-21 06:07:33.501235+00:00,0,1,,,75,1,5,19.0,1.0,0.05,45.2,12.8,0.3,23.14,,,,,,0,4,5,2huaehm1,,,,,,0
7,rg0w0s8o,SSEL_B_07,0,803,821,csr_3_stageT,10,FinalResults1,10.224.76.220,2017-05-21 06:07:36.956451+00:00,0,1,,,70,4,5,8.0,12.0,0.6,48.0,12.0,0.3,15.2,,,,,,0,3,5,2huaehm1,,,,,,0
