"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.vcm_round","player.individual_exchange","player.group_exchange","player.group_exchange_percent","player.total_op_individual_exchange","player.total_op_group_exchange","player.mpcr","player.round_points","player.player_role","player.player_role_list","player.paid_round","player.final_score","player.final_avg_ge","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"83",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,3,6,19,1,0.05,51,9,0.3,22,NA,NA,NA,NA,NA,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"84",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,6,16.8,3.2,0.16,55,5,0.3,19.26,NA,NA,NA,NA,NA,0,4,6,"2huaehm1",NA,NA,NA,NA,NA,0
"85",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,2,6,17,3,0.15,53,7,0.3,20,NA,NA,NA,NA,NA,0,2,6,"2huaehm1",NA,NA,NA,NA,NA,0
"86",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,3,6,19,1,0.05,54.1,3.9,0.3,20.47,NA,NA,NA,NA,NA,0,4,6,"2huaehm1",NA,NA,NA,NA,NA,0
"87",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,3,6,12.2,7.8,0.39,21,39,0.3,26.24,NA,NA,NA,NA,NA,0,2,6,"2huaehm1",NA,NA,NA,NA,NA,0
"88",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,1,6,18,2,0.1,15.2,44.8,0.3,32.04,NA,NA,NA,NA,NA,0,2,6,"2huaehm1",NA,NA,NA,NA,NA,0
"89",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,4,6,15,5,0.25,55,5,0.3,18,NA,NA,NA,NA,NA,0,2,6,"2huaehm1",NA,NA,NA,NA,NA,0
"90",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,1,6,17.1,0.9,0.05,56,4,0.3,18.57,NA,NA,NA,NA,NA,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"91",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,1,6,19,1,0.05,54.1,3.9,0.3,20.47,NA,NA,NA,NA,NA,0,3,6,"2huaehm1",NA,NA,NA,NA,NA,0
"92",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,4,6,19,1,0.05,51,9,0.3,22,NA,NA,NA,NA,NA,0,3,6,"2huaehm1",NA,NA,NA,NA,NA,0
"93",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,3,6,2,18,0.9,31.2,28.8,0.3,16.04,NA,NA,NA,NA,NA,0,3,6,"2huaehm1",NA,NA,NA,NA,NA,0
"94",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,2,6,1,19,0.95,32.2,27.8,0.3,15.04,NA,NA,NA,NA,NA,0,1,6,"2huaehm1",NA,NA,NA,NA,NA,0
"95",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,1,6,19,1,0.05,52.8,7.2,0.3,21.46,NA,NA,NA,NA,NA,0,4,6,"2huaehm1",NA,NA,NA,NA,NA,0
"96",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,2,6,19,1,0.05,52.8,7.2,0.3,21.46,NA,NA,NA,NA,NA,0,3,6,"2huaehm1",NA,NA,NA,NA,NA,0
"97",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,2,7,17,3,0.15,27,33,0.3,27.8,NA,NA,NA,NA,NA,0,4,7,"2huaehm1",NA,NA,NA,NA,NA,0
"98",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,2,7,12,8,0.4,48,12,0.3,18,NA,NA,NA,NA,NA,0,2,7,"2huaehm1",NA,NA,NA,NA,NA,0
"99",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,1,7,19,1,0.05,52,8,0.3,21.7,NA,NA,NA,NA,NA,0,2,7,"2huaehm1",NA,NA,NA,NA,NA,0
"100",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,7,19,1,0.05,41,19,0.3,25,NA,NA,NA,NA,NA,0,2,7,"2huaehm1",NA,NA,NA,NA,NA,0
"101",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,3,7,19,1,0.05,52,8,0.3,21.7,NA,NA,NA,NA,NA,0,2,7,"2huaehm1",NA,NA,NA,NA,NA,0
"102",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,4,7,14,6,0.3,57,3,0.3,16.7,NA,NA,NA,NA,NA,0,4,7,"2huaehm1",NA,NA,NA,NA,NA,0
"103",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,1,7,11,9,0.45,49,11,0.3,17,NA,NA,NA,NA,NA,0,3,7,"2huaehm1",NA,NA,NA,NA,NA,0
"104",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,4,7,18,2,0.1,42,18,0.3,24,NA,NA,NA,NA,NA,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"105",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,1,7,1,19,0.95,43,17,0.3,11.8,NA,NA,NA,NA,NA,0,4,7,"2huaehm1",NA,NA,NA,NA,NA,0
"106",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,3,7,17.1,0.9,0.05,36,24,0.3,24.57,NA,NA,NA,NA,NA,0,4,7,"2huaehm1",NA,NA,NA,NA,NA,0
"107",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,2,7,19,1,0.05,34.1,23.9,0.3,26.47,NA,NA,NA,NA,NA,0,3,7,"2huaehm1",NA,NA,NA,NA,NA,0
"108",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,3,7,19,1,0.05,25,35,0.3,29.8,NA,NA,NA,NA,NA,0,3,7,"2huaehm1",NA,NA,NA,NA,NA,0
"109",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,2,7,7,13,0.65,37,23,0.3,17.8,NA,NA,NA,NA,NA,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"110",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,1,7,1,19,0.95,52.1,5.9,0.3,8.47,NA,NA,NA,NA,NA,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"111",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,4,7,16,4,0.2,37.1,20.9,0.3,23.47,NA,NA,NA,NA,NA,0,3,7,"2huaehm1",NA,NA,NA,NA,NA,0
"112",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,3,7,19,1,0.05,52,8,0.3,21.7,NA,NA,NA,NA,NA,0,1,7,"2huaehm1",NA,NA,NA,NA,NA,0
"113",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,2,8,18,2,0.1,50,10,0.3,21.6,NA,NA,NA,NA,NA,0,4,8,"2huaehm1",NA,NA,NA,NA,NA,0
"114",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,3,8,15,5,0.25,57,3,0.3,17.4,NA,NA,NA,NA,NA,0,4,8,"2huaehm1",NA,NA,NA,NA,NA,0
"115",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,1,8,19,1,0.05,53,7,0.3,21.4,NA,NA,NA,NA,NA,0,3,8,"2huaehm1",NA,NA,NA,NA,NA,0
"116",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,4,8,19,1,0.05,21,39,0.3,31,NA,NA,NA,NA,NA,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"117",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,2,8,18,2,0.1,33.2,24.8,0.3,26.04,NA,NA,NA,NA,NA,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"118",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,4,8,19,1,0.05,53,7,0.3,21.4,NA,NA,NA,NA,NA,0,4,8,"2huaehm1",NA,NA,NA,NA,NA,0
"119",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,3,8,10,10,0.5,30,30,0.3,22,NA,NA,NA,NA,NA,0,2,8,"2huaehm1",NA,NA,NA,NA,NA,0
"120",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,3,8,16,4,0.2,35.2,22.8,0.3,24.04,NA,NA,NA,NA,NA,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"121",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,1,8,12,8,0.4,56,4,0.3,15.6,NA,NA,NA,NA,NA,0,4,8,"2huaehm1",NA,NA,NA,NA,NA,0
"122",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,4,8,16.2,1.8,0.1,35,25,0.3,24.24,NA,NA,NA,NA,NA,0,2,8,"2huaehm1",NA,NA,NA,NA,NA,0
"123",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,2,8,19,1,0.05,49,11,0.3,22.6,NA,NA,NA,NA,NA,0,3,8,"2huaehm1",NA,NA,NA,NA,NA,0
"124",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,1,8,19,1,0.05,49,11,0.3,22.6,NA,NA,NA,NA,NA,0,2,8,"2huaehm1",NA,NA,NA,NA,NA,0
"125",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,2,8,10,10,0.5,30,30,0.3,22,NA,NA,NA,NA,NA,0,2,8,"2huaehm1",NA,NA,NA,NA,NA,0
"126",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,1,8,1,19,0.95,50.2,7.8,0.3,9.04,NA,NA,NA,NA,NA,0,1,8,"2huaehm1",NA,NA,NA,NA,NA,0
"127",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,3,8,1,19,0.95,39,21,0.3,13,NA,NA,NA,NA,NA,0,3,8,"2huaehm1",NA,NA,NA,NA,NA,0
"128",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,4,8,19,1,0.05,53,7,0.3,21.4,NA,NA,NA,NA,NA,0,3,8,"2huaehm1",NA,NA,NA,NA,NA,0
"129",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,2,9,17,3,0.15,57,3,0.3,18.8,NA,NA,NA,NA,NA,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"130",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,3,9,19,1,0.05,55,5,0.3,20.8,NA,NA,NA,NA,NA,0,3,9,"2huaehm1",NA,NA,NA,NA,NA,0
"131",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,2,9,19,1,0.05,55.6,4.4,0.3,20.62,NA,NA,NA,NA,NA,0,3,9,"2huaehm1",NA,NA,NA,NA,NA,0
"132",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,1,9,19,1,0.05,55,5,0.3,20.8,NA,NA,NA,NA,NA,0,3,9,"2huaehm1",NA,NA,NA,NA,NA,0
"133",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,1,9,17.6,2.4,0.12,57,3,0.3,19.22,NA,NA,NA,NA,NA,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"134",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,1,9,19,1,0.05,55.6,4.4,0.3,20.62,NA,NA,NA,NA,NA,0,2,9,"2huaehm1",NA,NA,NA,NA,NA,0
"135",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,4,9,19,1,0.05,39,21,0.3,25.6,NA,NA,NA,NA,NA,0,3,9,"2huaehm1",NA,NA,NA,NA,NA,0
"136",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,2,9,18,2,0.1,36.2,21.8,0.3,25.14,NA,NA,NA,NA,NA,0,2,9,"2huaehm1",NA,NA,NA,NA,NA,0
"137",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,2,9,19,1,0.05,35.2,22.8,0.3,26.14,NA,NA,NA,NA,NA,0,4,9,"2huaehm1",NA,NA,NA,NA,NA,0
"138",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,4,9,16.2,1.8,0.1,38,22,0.3,23.34,NA,NA,NA,NA,NA,0,2,9,"2huaehm1",NA,NA,NA,NA,NA,0
"139",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,4,9,19,1,0.05,55.6,4.4,0.3,20.62,NA,NA,NA,NA,NA,0,4,9,"2huaehm1",NA,NA,NA,NA,NA,0
"140",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,1,9,19,1,0.05,55,5,0.3,20.8,NA,NA,NA,NA,NA,0,4,9,"2huaehm1",NA,NA,NA,NA,NA,0
"141",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,3,9,19,1,0.05,39,21,0.3,25.6,NA,NA,NA,NA,NA,0,2,9,"2huaehm1",NA,NA,NA,NA,NA,0
"142",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,3,9,1,19,0.95,53.2,4.8,0.3,8.14,NA,NA,NA,NA,NA,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"143",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,3,9,1,19,0.95,57,3,0.3,7.6,NA,NA,NA,NA,NA,0,4,9,"2huaehm1",NA,NA,NA,NA,NA,0
"144",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,4,9,19,1,0.05,39,21,0.3,25.6,NA,NA,NA,NA,NA,0,1,9,"2huaehm1",NA,NA,NA,NA,NA,0
"145",1,"r0jay8hc","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 06:07:11,0,1,NA,NA,75,3,10,19,1,0.05,55.1,2.9,0.3,20.17,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.135,0,4,10,"2huaehm1",NA,NA,NA,NA,NA,0
"146",2,"6dsf0as6","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 06:07:15,0,1,NA,NA,55,4,10,17,3,0.15,32,28,0.3,26.3,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,14.06,0.32,0,2,10,"2huaehm1",NA,NA,NA,NA,NA,0
"147",3,"kv6j95uw","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 06:07:20,0,1,NA,NA,85,2,10,19,1,0.05,55.1,2.9,0.3,20.17,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,29.5,0.07,0,4,10,"2huaehm1",NA,NA,NA,NA,NA,0
"148",4,"uczqnwc2","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 06:07:21,0,1,NA,NA,70,2,10,19,1,0.05,57,3,0.3,20.2,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,22.86,0.092,0,3,10,"2huaehm1",NA,NA,NA,NA,NA,0
"149",5,"0juhqjgp","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 06:07:24,0,1,NA,NA,75,3,10,19,1,0.05,57,3,0.3,20.2,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.137,0,3,10,"2huaehm1",NA,NA,NA,NA,NA,0
"150",6,"kzukhtoj","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 06:07:33,0,1,NA,NA,75,4,10,19,1,0.05,57,3,0.3,20.2,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,22.06,0.205,0,3,10,"2huaehm1",NA,NA,NA,NA,NA,0
"151",7,"rg0w0s8o","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 06:07:36,0,1,NA,NA,70,1,10,10,10,0.5,36,24,0.3,20.2,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,25.35,0.452,0,1,10,"2huaehm1",NA,NA,NA,NA,NA,0
"152",8,"csyiejqy","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 06:07:40,0,1,NA,NA,60,4,10,10,10,0.5,36,24,0.3,20.2,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,12.5,0.38,0,1,10,"2huaehm1",NA,NA,NA,NA,NA,0
"153",9,"4tdc12z8","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 06:07:42,0,1,NA,NA,60,2,10,7,13,0.65,39,21,0.3,17.2,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,24.95,0.483,0,1,10,"2huaehm1",NA,NA,NA,NA,NA,0
"154",10,"hom8zhgd","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 06:07:45,0,1,NA,NA,65,4,10,17.1,0.9,0.05,57,3,0.3,18.27,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,22.05,0.252,0,4,10,"2huaehm1",NA,NA,NA,NA,NA,0
"155",11,"8xkps67u","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 06:07:49,0,1,NA,NA,75,1,10,19,1,0.05,57,3,0.3,20.2,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.05,0,3,10,"2huaehm1",NA,NA,NA,NA,NA,0
"156",12,"9qv3baca","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 06:07:54,0,1,NA,NA,80,1,10,19,1,0.05,30,30,0.3,28.3,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,25.06,0.155,0,2,10,"2huaehm1",NA,NA,NA,NA,NA,0
"157",13,"hvdw3428","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 06:08:12,0,1,NA,NA,65,3,10,12,8,0.4,37,23,0.3,21.3,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.5,0.535,0,2,10,"2huaehm1",NA,NA,NA,NA,NA,0
"158",14,"96qvu9ce","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 06:08:14,0,1,NA,NA,60,2,10,1,19,0.95,48,12,0.3,10.3,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,14.95,0.905,0,2,10,"2huaehm1",NA,NA,NA,NA,NA,0
"159",15,"t673xkwr","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 06:08:16,0,1,NA,NA,70,3,10,19,1,0.05,27,33,0.3,29.2,"A","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,24.5,0.405,0,1,10,"2huaehm1",NA,NA,NA,NA,NA,0
"160",16,"eu53pcc8","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 06:08:43,0,1,NA,NA,75,1,10,19,1,0.05,55.1,2.9,0.3,20.17,"F","['F', 'A', 'F', 'F', 'F', 'F', 'A', 'A', 'A', 'A', 'F', 'F', 'A', 'A', 'A', 'F']",2,20.2,0.14,0,4,10,"2huaehm1",NA,NA,NA,NA,NA,0
"161",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,1,10,10,0.5,21,39,0.75,46.75,NA,NA,NA,NA,NA,0,1,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"162",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,4,1,1,19,0.95,48,12,0.75,24.25,NA,NA,NA,NA,NA,0,3,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"163",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,3,1,19,1,0.05,30,30,0.75,42.25,NA,NA,NA,NA,NA,0,2,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"164",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,3,1,15,5,0.25,34.6,25.4,0.75,37.8,NA,NA,NA,NA,NA,0,1,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
