"","participant.id_in_session","participant.code","participant.label","participant._is_bot","participant._index_in_pages","participant._max_page_index","participant._current_app_name","participant._round_number","participant._current_page_name","participant.ip_address","participant.time_started","participant.exclude_from_data_analysis","participant.visited","participant.mturk_worker_id","participant.mturk_assignment_id","participant.payoff","player.id_in_group","player.vcm_round","player.individual_exchange","player.group_exchange","player.group_exchange_percent","player.total_op_individual_exchange","player.total_op_group_exchange","player.mpcr","player.round_points","player.player_role","player.player_role_list","player.paid_round","player.final_score","player.final_avg_ge","player.payoff","group.id_in_subsession","subsession.round_number","session.code","session.label","session.experimenter_name","session.mturk_HITId","session.mturk_HITGroupId","session.comment","session.is_demo"
"165",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,1,7.2,12.8,0.64,42.4,17.6,0.75,30,NA,NA,NA,NA,NA,0,4,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"166",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,4,1,19,1,0.05,39,21,0.75,35.5,NA,NA,NA,NA,NA,0,2,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"167",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,4,1,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,1,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"168",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,1,10,10,0.5,21,39,0.75,46.75,NA,NA,NA,NA,NA,0,1,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"169",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,4,1,5,15,0.75,19,41,0.75,47,NA,NA,NA,NA,NA,0,4,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"170",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,4,1,10,10,0.5,14,46,0.75,52,NA,NA,NA,NA,NA,0,5,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"171",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,3,1,19,1,0.05,30,30,0.75,42.25,NA,NA,NA,NA,NA,0,5,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"172",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,1,8,12,0.6,16,44,0.75,50,NA,NA,NA,NA,NA,0,4,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"173",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,1,1,19,0.95,23,37,0.75,43,NA,NA,NA,NA,NA,0,2,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"174",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,2,1,10,10,0.5,21,39,0.75,46.75,NA,NA,NA,NA,NA,0,5,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"175",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,1,1,10,10,0.5,39.6,20.4,0.75,32.8,NA,NA,NA,NA,NA,0,3,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"176",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,2,1,19,1,0.05,39,21,0.75,35.5,NA,NA,NA,NA,NA,0,2,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"177",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,3,1,17.4,2.6,0.13,32.2,27.8,0.75,40.2,NA,NA,NA,NA,NA,0,3,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"178",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,1,1,19,1,0.05,39,21,0.75,35.5,NA,NA,NA,NA,NA,0,5,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"179",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,2,1,1,19,0.95,57,3,0.75,17.5,NA,NA,NA,NA,NA,0,3,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"180",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,3,1,1,19,0.95,30,30,0.75,37.75,NA,NA,NA,NA,NA,0,4,1,"wsvf3qiy",NA,NA,NA,NA,NA,0
"181",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,2,8,12,0.6,23,37,0.75,44.75,NA,NA,NA,NA,NA,0,3,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"182",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,2,1,19,0.95,32.8,27.2,0.75,35.65,NA,NA,NA,NA,NA,0,5,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"183",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,3,2,19,1,0.05,30,30,0.75,42.25,NA,NA,NA,NA,NA,0,3,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"184",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,3,2,18,2,0.1,26.8,33.2,0.75,44.4,NA,NA,NA,NA,NA,0,2,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"185",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,1,2,19,1,0.05,34,26,0.75,39.25,NA,NA,NA,NA,NA,0,2,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"186",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,2,2,19,1,0.05,34,26,0.75,39.25,NA,NA,NA,NA,NA,0,5,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"187",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,1,2,5,15,0.75,39.8,20.2,0.75,31.4,NA,NA,NA,NA,NA,0,4,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"188",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,4,2,10,10,0.5,43,17,0.75,30.25,NA,NA,NA,NA,NA,0,4,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"189",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,2,15,5,0.25,16,44,0.75,51.75,NA,NA,NA,NA,NA,0,4,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"190",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,4,2,5,15,0.75,48,12,0.75,25.25,NA,NA,NA,NA,NA,0,5,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"191",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,3,2,19,1,0.05,14.8,45.2,0.75,53.65,NA,NA,NA,NA,NA,0,4,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"192",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,1,2,7,13,0.65,24,36,0.75,43.75,NA,NA,NA,NA,NA,0,1,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"193",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,4,2,1,19,0.95,32.8,27.2,0.75,35.65,NA,NA,NA,NA,NA,0,2,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"194",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,2,2,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,3,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"195",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,3,2,11.8,8.2,0.41,33,27,0.75,38.2,NA,NA,NA,NA,NA,0,1,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"196",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,2,2,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,1,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"197",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,4,2,12.8,7.2,0.36,21,39,0.75,47.45,NA,NA,NA,NA,NA,0,1,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"198",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,3,2,1,19,0.95,30,30,0.75,37.75,NA,NA,NA,NA,NA,0,5,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"199",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,4,2,10,10,0.5,34.8,25.2,0.75,36.4,NA,NA,NA,NA,NA,0,3,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"200",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,2,2,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,2,2,"wsvf3qiy",NA,NA,NA,NA,NA,0
"201",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,3,19,1,0.05,36,24,0.75,37.75,NA,NA,NA,NA,NA,0,5,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"202",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,3,3,1,19,0.95,39,21,0.75,31,NA,NA,NA,NA,NA,0,3,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"203",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,3,3,19,1,0.05,25,35,0.75,46,NA,NA,NA,NA,NA,0,4,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"204",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,3,3,15,5,0.25,40,20,0.75,33.75,NA,NA,NA,NA,NA,0,5,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"205",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,4,3,18,2,0.1,48,12,0.75,28.5,NA,NA,NA,NA,NA,0,5,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"206",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,1,3,19,1,0.05,47,13,0.75,29.5,NA,NA,NA,NA,NA,0,3,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"207",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,1,3,10,10,0.5,16.6,43.4,0.75,50.05,NA,NA,NA,NA,NA,0,1,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"208",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,3,3,14,6,0.3,26,34,0.75,44,NA,NA,NA,NA,NA,0,2,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"209",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,2,3,16,4,0.2,24,36,0.75,46,NA,NA,NA,NA,NA,0,1,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"210",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,1,3,5,15,0.75,39,21,0.75,32,NA,NA,NA,NA,NA,0,4,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"211",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,2,3,19,1,0.05,25,35,0.75,46,NA,NA,NA,NA,NA,0,3,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"212",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,2,3,9.6,10.4,0.52,45.4,14.6,0.75,28.35,NA,NA,NA,NA,NA,0,2,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"213",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,1,3,1,19,0.95,43,17,0.75,28,NA,NA,NA,NA,NA,0,2,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"214",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,2,3,10,10,0.5,56,4,0.75,20.5,NA,NA,NA,NA,NA,0,5,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"215",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,2,3,10.6,9.4,0.47,16,44,0.75,50.65,NA,NA,NA,NA,NA,0,4,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"216",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,4,3,1,19,0.95,25.6,34.4,0.75,41.05,NA,NA,NA,NA,NA,0,1,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"217",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,4,3,11.4,8.6,0.43,43.6,16.4,0.75,30.15,NA,NA,NA,NA,NA,0,4,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"218",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,4,3,19,1,0.05,47,13,0.75,29.5,NA,NA,NA,NA,NA,0,3,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"219",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,3,3,5,15,0.75,21.6,38.4,0.75,45.05,NA,NA,NA,NA,NA,0,1,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"220",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,4,3,9,11,0.55,31,29,0.75,39,NA,NA,NA,NA,NA,0,2,3,"wsvf3qiy",NA,NA,NA,NA,NA,0
"221",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,4,4,4.4,15.6,0.78,43,17,0.75,28.85,NA,NA,NA,NA,NA,0,4,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"222",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,4,4,10,10,0.5,37.4,22.6,0.75,34.45,NA,NA,NA,NA,NA,0,5,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"223",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,2,4,19,1,0.05,52,8,0.75,25.75,NA,NA,NA,NA,NA,0,3,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"224",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,1,4,19,1,0.05,52,8,0.75,25.75,NA,NA,NA,NA,NA,0,4,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"225",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,4,14.6,5.4,0.27,13.6,46.4,0.75,53.45,NA,NA,NA,NA,NA,0,1,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"226",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,3,4,19,1,0.05,52,8,0.75,25.75,NA,NA,NA,NA,NA,0,1,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"227",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,4,4,5,15,0.75,23.2,36.8,0.75,43.85,NA,NA,NA,NA,NA,0,1,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"228",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,2,4,14,6,0.3,33.4,26.6,0.75,38.45,NA,NA,NA,NA,NA,0,5,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"229",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,3,4,14,6,0.3,57,3,0.75,20.75,NA,NA,NA,NA,NA,0,2,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"230",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,1,4,5,15,0.75,40,20,0.75,31.25,NA,NA,NA,NA,NA,0,3,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"231",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,1,4,19,1,0.05,28.4,31.6,0.75,43.45,NA,NA,NA,NA,NA,0,1,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"232",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,4,4,7.6,12.4,0.62,20.6,39.4,0.75,46.45,NA,NA,NA,NA,NA,0,3,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"233",13,"ffemdhve","SSEL_B_11",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.26",2017-05-21 08:16:53,0,1,NA,NA,130,3,4,1,19,0.95,27.2,32.8,0.75,39.85,NA,NA,NA,NA,NA,0,5,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"234",14,"bwrul2jw","SSEL_B_20",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.136",2017-05-21 08:16:53,0,1,NA,NA,145,1,4,10,10,0.5,35,25,0.75,36.25,NA,NA,NA,NA,NA,0,5,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"235",15,"ijtcvkgo","SSEL_B_12",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.104",2017-05-21 08:17:02,0,1,NA,NA,130,2,4,11,9,0.45,34,26,0.75,37.25,NA,NA,NA,NA,NA,0,2,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"236",16,"j8nns44x","SSEL_B_13",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.188",2017-05-21 08:17:08,0,1,NA,NA,145,4,4,10,10,0.5,25,35,0.75,43.75,NA,NA,NA,NA,NA,0,2,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"237",17,"i8c45hln","SSEL_B_17",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.140",2017-05-21 08:17:09,0,1,NA,NA,135,1,4,13,7,0.35,22,38,0.75,46.75,NA,NA,NA,NA,NA,0,2,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"238",18,"wq6ym14w","SSEL_B_14",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.130",2017-05-21 08:17:13,0,1,NA,NA,140,3,4,19,1,0.05,26,34,0.75,45.25,NA,NA,NA,NA,NA,0,3,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"239",19,"k2t3llw5","SSEL_B_16",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.185",2017-05-21 08:17:14,0,1,NA,NA,135,3,4,4,16,0.8,31,29,0.75,37.75,NA,NA,NA,NA,NA,0,4,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"240",20,"7cx4p2tg","SSEL_B_15",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.62",2017-05-21 08:17:18,0,1,NA,NA,130,2,4,8,12,0.6,27,33,0.75,41.75,NA,NA,NA,NA,NA,0,4,4,"wsvf3qiy",NA,NA,NA,NA,NA,0
"241",1,"xar42uw5","SSEL_B_02",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.142",2017-05-21 08:16:36,0,1,NA,NA,125,1,5,10,10,0.5,39,21,0.75,33.25,NA,NA,NA,NA,NA,0,4,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"242",2,"th2ag0sw","SSEL_B_04",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.198",2017-05-21 08:16:36,0,1,NA,NA,130,1,5,1,19,0.95,22,38,0.75,43.75,NA,NA,NA,NA,NA,0,3,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"243",3,"qgydt5xk","SSEL_B_01",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.117",2017-05-21 08:16:36,0,1,NA,NA,150,1,5,19,1,0.05,33,27,0.75,40,NA,NA,NA,NA,NA,0,1,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"244",4,"ap29v7v5","SSEL_B_05",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.71",2017-05-21 08:16:36,0,1,NA,NA,170,2,5,19,1,0.05,35,25,0.75,38.5,NA,NA,NA,NA,NA,0,3,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"245",5,"yjlz0tb0","SSEL_B_03",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.115",2017-05-21 08:16:36,0,1,NA,NA,140,2,5,16,4,0.2,36,24,0.75,37,NA,NA,NA,NA,NA,0,5,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"246",6,"wspquvpz","SSEL_B_06",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.203",2017-05-21 08:16:37,0,1,NA,NA,140,1,5,19,1,0.05,4,56,0.75,61.75,NA,NA,NA,NA,NA,0,5,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"247",7,"2kwxw539","SSEL_B_07",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.220",2017-05-21 08:16:39,0,1,NA,NA,160,3,5,5,15,0.75,34.4,25.6,0.75,35.45,NA,NA,NA,NA,NA,0,5,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"248",8,"bd7ze42m","SSEL_B_18",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.145",2017-05-21 08:16:42,0,1,NA,NA,145,3,5,12,8,0.4,27.4,32.6,0.75,42.45,NA,NA,NA,NA,NA,0,1,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"249",9,"dbh0oq6l","SSEL_B_08",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.202",2017-05-21 08:16:43,0,1,NA,NA,150,3,5,15,5,0.25,39,21,0.75,34.5,NA,NA,NA,NA,NA,0,2,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"250",10,"en2q87b0","SSEL_B_09",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.120",2017-05-21 08:16:46,0,1,NA,NA,130,2,5,19,1,0.05,35,25,0.75,38.5,NA,NA,NA,NA,NA,0,4,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"251",11,"06uyi8f4","SSEL_B_19",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.76.67",2017-05-21 08:16:48,0,1,NA,NA,140,4,5,19,1,0.05,30,30,0.75,42.25,NA,NA,NA,NA,NA,0,4,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
"252",12,"5qkyvfh9","SSEL_B_10",0,803,821,"csr_3_stageT",10,"FinalResults1","10.224.77.174",2017-05-21 08:16:49,0,1,NA,NA,130,3,5,7,13,0.65,45,15,0.75,28,NA,NA,NA,NA,NA,0,3,5,"wsvf3qiy",NA,NA,NA,NA,NA,0
